"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"Netlogon-TCP-RPC-In";"Netlogon Service Authz (RPC)";"Inbound rule for the NetLogon service to process remote authz requests via RPC/TCP.";"@netlogon.dll,-1010";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\System32\lsass.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SSTP-IN-TCP";"Secure Socket Tunneling Protocol (SSTP-In)";"Inbound rule to allow HTTPS traffic for Secure Socket Tunneling Protocol. [TCP 443]";"@sstpsvc.dll,-35001";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"443";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteTask-In-TCP";"Remote Scheduled Tasks Management (RPC)";"Inbound rule for the Task Scheduler service to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-33252";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"schedule";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteTask-RPCSS-In-TCP";"Remote Scheduled Tasks Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Task Scheduler service.";"@FirewallAPI.dll,-33252";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WINRM-HTTP-In-TCP";"Windows Remote Management (HTTP-In)";"Inbound rule for Windows Remote Management via WS-Management. [TCP 5985]";"@FirewallAPI.dll,-30267";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"5985";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WINRM-HTTP-In-TCP-PUBLIC";"Windows Remote Management (HTTP-In)";"Inbound rule for Windows Remote Management via WS-Management. [TCP 5985]";"@FirewallAPI.dll,-30267";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"5985";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WINRM-HTTP-Compat-In-TCP";"Windows Remote Management - Compatibility Mode (HTTP-In)";"Compatibility mode inbound rule for Windows Remote Management via WS-Management. [TCP 80]";"@FirewallAPI.dll,-30252";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"80";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-HttpTrans-In";"BranchCache Content Retrieval (HTTP-In)";"Inbound rule for BranchCache to allow data transfer using HTTP [TCP 80]";"@peerdistsh.dll,-9000";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"80";"Any";"Any";"Any";"SYSTEM";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-HttpTrans-Out";"BranchCache Content Retrieval (HTTP-Out)";"Outbound rule for BranchCache to allow data transfer using HTTP [TCP 80]";"@peerdistsh.dll,-9000";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"80";"Any";"Any";"SYSTEM";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-WSD-In";"BranchCache Peer Discovery (WSD-In)";"Inbound rule for BranchCache to allow peer discovery [UDP 3702]";"@peerdistsh.dll,-9001";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"PeerDistSvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-WSD-Out";"BranchCache Peer Discovery (WSD-Out)";"Outbound rule for BranchCache to allow peer discovery [UDP 3702]";"@peerdistsh.dll,-9001";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"PeerDistSvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-HostedServer-In";"BranchCache Hosted Cache Server (HTTP-In)";"Inbound rule for BranchCache to allow communication between a hosted cache and its clients [TCP]";"@peerdistsh.dll,-9002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"80,443";"Any";"Any";"Any";"SYSTEM";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-HostedServer-Out";"BranchCache Hosted Cache Server(HTTP-Out)";"Outbound rule for BranchCache to allow communication between a hosted cache and its clients [TCP]";"@peerdistsh.dll,-9002";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"80,443";"Any";"Any";"Any";"SYSTEM";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-PeerDist-HostedClient-Out";"BranchCache Hosted Cache Client (HTTP-Out)";"Outbound rule for BranchCache to allow connection to a hosted cache server [TCP]";"@peerdistsh.dll,-9003";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"80,443";"Any";"Any";"SYSTEM";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteDesktop-UserMode-In-TCP";"Remote Desktop - User Mode (TCP-In)";"Inbound rule for the Remote Desktop service to allow RDP traffic. [TCP 3389]";"@FirewallAPI.dll,-28752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"3389";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"termservice";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteDesktop-UserMode-In-UDP";"Remote Desktop - User Mode (UDP-In)";"Inbound rule for the Remote Desktop service to allow RDP traffic. [UDP 3389]";"@FirewallAPI.dll,-28752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"3389";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"termservice";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteDesktop-Shadow-In-TCP";"Remote Desktop - Shadow (TCP-In)";"Inbound rule for the Remote Desktop service to allow shadowing of an existing Remote Desktop session. (TCP-In)";"@FirewallAPI.dll,-28752";"True";"Domain, Private";"";"Inbound";"Allow";"DeferToApp";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\RdpSa.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-GRE-In";"Routing and Remote Access (GRE-In)";"Inbound rule for RRAS to allow Generic Routing Encapsulation Protocol traffic.";"@FirewallAPI.dll,-33752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"47";"Any";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-GRE-Out";"Routing and Remote Access (GRE-Out)";"Outbound rule for RRAS to allow Generic Routing Encapsulation Protocol Traffic";"@FirewallAPI.dll,-33752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"47";"Any";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-L2TP-In-UDP";"Routing and Remote Access (L2TP-In)";"Inbound rule for RRAS to allow Layer 2 Tunnel Protocol traffic. [UDP 1701]";"@FirewallAPI.dll,-33752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"1701";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-L2TP-Out-UDP";"Routing and Remote Access (L2TP-Out)";"Outbound rule for RRAS to allow Layer 2 Tunnel Protocol traffic. [UDP 1701]";"@FirewallAPI.dll,-33752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"1701";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-PPTP-In-TCP";"Routing and Remote Access (PPTP-In)";"Inbound rule for RRAS to allow Point-to-Point Tunnel Protocol traffic. [TCP 1723]";"@FirewallAPI.dll,-33752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"1723";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-PPTP-Out-TCP";"Routing and Remote Access (PPTP-Out)";"Outbound rule for RRAS to allow Point-to-Point Tunnel Protocol traffic. [TCP 1723]";"@FirewallAPI.dll,-33752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"1723";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDS-In-TCP";"Remote Volume Management - Virtual Disk Service (RPC)";"Inbound rule for the Remote Volume Management - Virtual Disk Service to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-34501";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\vds.exe";;"vds";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDSLDR-In-TCP";"Remote Volume Management - Virtual Disk Service Loader (RPC)";"Inbound rule for the Remote Volume Management - Virtual Disk Service Loader to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-34501";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\vdsldr.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-RPCSS-In-TCP";"Remote Volume Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for Remote Volume Management.";"@FirewallAPI.dll,-34501";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MsiScsi-In-TCP";"iSCSI Service (TCP-In)";"Inbound rule for the iSCSI Service to allow communications with an iSCSI server or device. [TCP]";"@FirewallAPI.dll,-29002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Msiscsi";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MsiScsi-Out-TCP";"iSCSI Service (TCP-Out)";"Outbound rule for the iSCSI Service to allow communications with an iSCSI server or device. [TCP]";"@FirewallAPI.dll,-29002";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Msiscsi";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteEventLogSvc-In-TCP";"Remote Event Log Management (RPC)";"Inbound rule for the local Event Log service to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-29252";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Eventlog";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteEventLogSvc-NP-In-TCP";"Remote Event Log Management (NP-In)";"Inbound rule for the local Event Log service to be remotely managed over Named Pipes.";"@FirewallAPI.dll,-29252";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"445";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteEventLogSvc-RPCSS-In-TCP";"Remote Event Log Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the local Event Log Service.";"@FirewallAPI.dll,-29252";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SPPSVC-In-TCP";"Key Management Service (TCP-In)";"Inbound rule for the Key Management Service to allow for machine counting and license compliance. [TCP 1688]";"@FirewallAPI.dll,-28002";"False";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"1688";"Any";"Any";"Any";"%SystemRoot%\system32\sppextcomobj.exe";;"sppsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-PLASrv-In-TCP";"Performance Logs and Alerts (TCP-In)";"Inbound rule for Performance Logs and Alerts traffic. [TCP-In]";"@FirewallAPI.dll,-34752";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\plasrv.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-DCOM-In-TCP";"Performance Logs and Alerts (DCOM-In)";"Inbound rule for Performance Logs and Alerts to allow remote DCOM activation. [TCP-135]";"@FirewallAPI.dll,-34752";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-PLASrv-In-TCP-NoScope";"Performance Logs and Alerts (TCP-In)";"Inbound rule for Performance Logs and Alerts traffic. [TCP-In]";"@FirewallAPI.dll,-34752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\plasrv.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-DCOM-In-TCP-NoScope";"Performance Logs and Alerts (DCOM-In)";"Inbound rule for Performance Logs and Alerts to allow remote DCOM activation. [TCP-135]";"@FirewallAPI.dll,-34752";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-DU-In";"Core Networking - Destination Unreachable (ICMPv6-In)";"Destination Unreachable error messages are sent from any node that a packet traverses which is unable to forward the packet for any reason except congestion.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"1";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-PTB-In";"Core Networking - Packet Too Big (ICMPv6-In)";"Packet Too Big error messages are sent from any node that a packet traverses which is unable to forward the packet because the packet is too large for the next link.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"2";"Any";"Any";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-PTB-Out";"Core Networking - Packet Too Big (ICMPv6-Out)";"Packet Too Big error messages are sent from any node that a packet traverses which is unable to forward the packet because the packet is too large for the next link.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"2";"Any";"Any";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-TE-In";"Core Networking - Time Exceeded (ICMPv6-In)";"Time Exceeded error messages are generated from any node that a packet traverses if the Hop Limit value is decremented to zero at any point on the path.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"3";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-PP-In";"Core Networking - Parameter Problem (ICMPv6-In)";"Parameter Problem error messages are sent by nodes as a result of incorrectly generated packets.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"4";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-PP-Out";"Core Networking - Parameter Problem (ICMPv6-Out)";"Parameter Problem error messages are sent by nodes as a result of incorrectly generated packets.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"4";"Any";"Any";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-NDS-In";"Core Networking - Neighbor Discovery Solicitation (ICMPv6-In)";"Neighbor Discovery Solicitations are sent by nodes to discover the link-layer address of another on-link IPv6 node.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"135";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-NDA-In";"Core Networking - Neighbor Discovery Advertisement (ICMPv6-In)";"Neighbor Discovery Advertisement messages are sent by nodes to notify other nodes of link-layer address changes or in response to a Neighbor Discovery Solicitation request.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"136";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-RA-In";"Core Networking - Router Advertisement (ICMPv6-In)";"Router Advertisement messages are sent by routers to other nodes for stateless auto-configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"fe80::/64";"ICMPv6";"RPC";"Any";"134";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-RA-Out";"Core Networking - Router Advertisement (ICMPv6-Out)";"Router Advertisement messages are sent by routers to other nodes for stateless auto-configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"fe80::/64";"LocalSubnet6,ff02::1,fe80::/64";"ICMPv6";"RPC";"Any";"134";"Any";"Any";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-RS-In";"Core Networking - Router Solicitation (ICMPv6-In)";"Router Solicitation messages are sent by nodes seeking routers to provide stateless auto-configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"133";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-RS-Out";"Core Networking - Router Solicitation (ICMPv6-Out)";"Router Solicitation messages are sent by nodes seeking routers to provide stateless auto-configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6,ff02::2,fe80::/64";"ICMPv6";"RPC";"Any";"133";"Any";"Any";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LQ-In";"Core Networking - Multicast Listener Query (ICMPv6-In)";"An IPv6 multicast-capable router uses the Multicast Listener Query message to query a link for multicast group membership.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"130";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LQ-Out";"Core Networking - Multicast Listener Query (ICMPv6-Out)";"An IPv6 multicast-capable router uses the Multicast Listener Query message to query a link for multicast group membership.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"130";"Any";"Any";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LR-In";"Core Networking - Multicast Listener Report (ICMPv6-In)";"The Multicast Listener Report message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"131";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LR-Out";"Core Networking - Multicast Listener Report (ICMPv6-Out)";"The Multicast Listener Report message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"131";"Any";"Any";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LR2-In";"Core Networking - Multicast Listener Report v2 (ICMPv6-In)";"Multicast Listener Report v2 message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"143";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LR2-Out";"Core Networking - Multicast Listener Report v2 (ICMPv6-Out)";"Multicast Listener Report v2 message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"143";"Any";"Any";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LD-In";"Core Networking - Multicast Listener Done (ICMPv6-In)";"Multicast Listener Done messages inform local routers that there are no longer any members remaining for a specific multicast address on the subnet.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"132";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LD-Out";"Core Networking - Multicast Listener Done (ICMPv6-Out)";"Multicast Listener Done messages inform local routers that there are no longer any members remaining for a specific multicast address on the subnet.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"132";"Any";"Any";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP4-DUFRAG-In";"Core Networking - Destination Unreachable Fragmentation Needed (ICMPv4-In)";"Destination Unreachable Fragmentation Needed error messages are sent from any node that a packet traverses which is unable to forward the packet because fragmentation was needed and the don’t fragment bit was set.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv4";"RPC";"Any";"3:4";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-IGMP-In";"Core Networking - Internet Group Management Protocol (IGMP-In)";"IGMP messages are sent and received by nodes to create, join and depart multicast groups.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"2";"Any";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-IGMP-Out";"Core Networking - Internet Group Management Protocol (IGMP-Out)";"IGMP messages are sent and received by nodes to create, join and depart multicast groups.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"2";"Any";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-DHCP-In";"Core Networking - Dynamic Host Configuration Protocol (DHCP-In)";"Allows DHCP (Dynamic Host Configuration Protocol) messages for stateful auto-configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"68";"67";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dhcp";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-DHCPV6-In";"Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-In)";"Allows DHCPV6 (Dynamic Host Configuration Protocol for IPv6) messages for stateful and stateless configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"546";"547";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dhcp";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-DHCPV6-Out";"Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-Out)";"Allows DHCPV6 (Dynamic Host Configuration Protocol for IPv6) messages for stateful and stateless configuration.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"546";"547";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dhcp";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
